train_speed_kmh,distance_to_obstacle_km,environmental_condition,weather_alert,severity_score,obstruction_type,alternative_route_available,communication_latency_ms,signal_quality_percent,sensor_type,axle_balance,ahead_section_status,known_train_schedule,distance_from_station_km,create_repair_defect,corridor,action
92,17.084,flood,False,6,landslide_debris,False,1065,26,axle_counter,0.0,CLEAR,False,37.199,False,DEL-AGRA,reduce_speed
54,7.273,rain,True,2,stranded_vehicle,False,2430,74,accelerometer,0.0,CLEAR,True,0.947,True,HYB-SEC,proceed_with_caution
73,16.035,clear,True,8,signal_cable_theft,False,376,39,track_circuit,62.75,OCCUPIED,False,18.314,False,CHN-BGLR,proceed_with_caution
84,17.942,heavy_rain,False,2,signal_cable_theft,False,2365,43,axle_counter,0.0,CLEAR,True,48.321,True,KOL-HOW,proceed_with_caution
158,5.64,heavy_rain,False,3,cattle_crossing,False,3271,5,axle_counter,22.17,CLEAR,True,17.79,False,CHN-BGLR,proceed_with_caution
128,6.635,clear,True,5,track_buckling,False,1992,51,accelerometer,0.0,CLEAR,True,0.386,False,KOL-HOW,proceed_with_caution
156,10.997,snow,True,5,water_logging,False,632,98,track_circuit,0.0,CLEAR,True,19.154,False,HYB-SEC,reduce_speed
106,7.3,clear,False,5,fallen_tree,False,1905,2,vibration,27.26,OCCUPIED,False,48.416,False,CHN-BGLR,proceed_with_caution
158,11.634,snow,True,7,unknown_obstruction,False,272,18,vibration,17.66,CLEAR,True,16.716,False,KOL-HOW,reduce_speed
81,14.415,heavy_rain,True,7,environmental_false_positive,False,2655,90,vibration,0.0,OCCUPIED,True,30.34,True,CHN-BGLR,reduce_speed
102,19.61,fog,True,3,water_logging,False,3027,89,vibration,0.0,CLEAR,False,44.985,True,KOL-HOW,reduce_speed
53,12.796,flood,True,7,landslide_debris,False,2218,56,track_circuit,0.0,CLEAR,False,31.12,False,MUM-PUNE,reduce_speed
189,14.897,flood,True,6,signal_cable_theft,False,4345,13,accelerometer,37.86,CLEAR,True,4.72,False,MUM-PUNE,reduce_speed
106,0.611,snow,False,9,environmental_false_positive,False,2984,75,track_circuit,0.0,CLEAR,True,24.406,False,CHN-BGLR,emergency_stop
177,12.043,rain,False,6,landslide_debris,False,2434,45,axle_counter,97.91,CLEAR,False,18.43,True,CHN-BGLR,reduce_speed
139,0.134,flood,True,3,landslide_debris,False,2634,54,axle_counter,0.0,CLEAR,True,40.939,False,MUM-PUNE,proceed_with_caution
143,15.753,snow,False,2,signal_cable_theft,False,173,94,track_circuit,0.0,CLEAR,True,32.468,False,HYB-SEC,emergency_stop
164,0.979,clear,False,10,broken_rail,False,1386,67,track_circuit,34.47,CLEAR,True,24.788,True,KOL-HOW,emergency_stop
143,10.13,rain,False,2,sensor_miscount,False,4924,51,vibration,43.4,CLEAR,True,48.088,False,HYB-SEC,proceed_with_caution
87,2.986,flood,True,7,boulder,False,3027,51,axle_counter,85.55,OCCUPIED,False,39.122,False,KOL-HOW,reduce_speed
72,8.488,rain,False,7,unknown_obstruction,False,3883,24,vibration,0.0,OCCUPIED,True,24.832,False,KOL-HOW,reduce_speed
140,17.266,heavy_rain,False,6,environmental_false_positive,False,4516,39,axle_counter,53.7,CLEAR,True,23.484,True,KOL-HOW,reduce_speed
65,12.233,clear,True,4,stranded_vehicle,False,4744,15,axle_counter,38.15,CLEAR,True,21.011,False,MUM-PUNE,proceed_with_caution
54,4.258,clear,True,7,broken_rail,False,334,41,accelerometer,53.04,CLEAR,True,42.155,True,MUM-PUNE,reduce_speed
115,15.511,heavy_rain,False,4,signal_cable_theft,True,1536,71,axle_counter,0.0,CLEAR,True,22.603,False,MUM-PUNE,proceed_with_caution
101,1.654,clear,False,5,water_logging,False,76,31,vibration,68.57,CLEAR,False,32.419,False,CHN-BGLR,proceed_with_caution
168,15.619,rain,True,5,fallen_tree,True,1038,85,vibration,21.17,CLEAR,True,46.25,True,KOL-HOW,reroute
195,2.814,clear,False,3,sensor_miscount,True,293,93,axle_counter,38.05,CLEAR,True,20.885,False,KOL-HOW,proceed_with_caution
149,10.717,heavy_rain,False,7,landslide_debris,False,4409,40,vibration,1.66,CLEAR,False,32.161,False,DEL-AGRA,reduce_speed
49,5.997,fog,False,7,sensor_miscount,False,1590,44,vibration,0.0,CLEAR,False,5.34,False,DEL-AGRA,reduce_speed
151,12.226,flood,False,6,fallen_tree,False,4812,31,vibration,44.83,CLEAR,True,25.14,False,DEL-AGRA,reduce_speed
54,17.102,fog,True,4,landslide_debris,False,3385,36,axle_counter,38.43,OCCUPIED,True,16.167,False,MUM-PUNE,proceed_with_caution
104,6.834,flood,True,4,unknown_obstruction,False,1190,84,axle_counter,0.0,CLEAR,False,37.537,False,KOL-HOW,proceed_with_caution
60,18.367,rain,False,8,stranded_vehicle,False,416,92,track_circuit,0.0,OCCUPIED,True,49.264,True,HYB-SEC,proceed_with_caution
145,3.798,rain,True,4,equipment_failure_ahead,False,1462,0,axle_counter,0.0,CLEAR,True,19.148,True,HYB-SEC,proceed_with_caution
66,10.576,clear,False,4,boulder,True,1624,55,accelerometer,0.0,CLEAR,True,47.019,False,DEL-AGRA,proceed_with_caution
126,11.039,rain,True,6,environmental_false_positive,False,3888,70,axle_counter,56.58,CLEAR,False,29.632,True,HYB-SEC,reduce_speed
71,13.008,fog,True,6,sensor_miscount,True,934,37,track_circuit,0.0,CLEAR,True,18.091,False,HYB-SEC,reduce_speed
117,17.094,heavy_rain,True,3,boulder,False,260,13,accelerometer,0.0,CLEAR,True,25.304,False,KOL-HOW,reduce_speed
176,19.207,flood,True,4,stranded_vehicle,False,4453,18,accelerometer,0.0,CLEAR,True,44.346,False,HYB-SEC,proceed_with_caution
124,19.132,flood,False,5,water_logging,True,1234,92,track_circuit,0.0,OCCUPIED,True,3.082,False,MUM-PUNE,reroute
181,15.35,rain,False,3,track_buckling,False,111,93,axle_counter,14.76,CLEAR,False,23.831,True,MUM-PUNE,proceed_with_caution
80,6.263,clear,False,9,stranded_vehicle,True,4408,54,accelerometer,79.98,CLEAR,True,38.638,False,MUM-PUNE,reduce_speed
196,15.026,fog,True,6,cattle_crossing,False,3858,38,track_circuit,97.13,CLEAR,True,1.986,False,MUM-PUNE,reduce_speed
58,0.409,snow,False,6,equipment_failure_ahead,False,608,2,accelerometer,0.0,CLEAR,True,48.731,False,MUM-PUNE,emergency_stop
61,8.737,clear,False,9,sensor_miscount,False,4872,22,accelerometer,99.81,OCCUPIED,False,35.479,False,HYB-SEC,emergency_stop
187,13.151,clear,False,3,signal_cable_theft,False,3133,82,axle_counter,0.0,OCCUPIED,True,32.545,False,CHN-BGLR,proceed_with_caution
55,5.484,fog,False,3,broken_rail,False,1902,10,vibration,0.0,OCCUPIED,False,34.085,False,DEL-AGRA,proceed_with_caution
124,14.142,rain,False,4,broken_rail,False,37,63,accelerometer,37.5,CLEAR,True,30.471,False,CHN-BGLR,proceed_with_caution
141,10.091,rain,False,5,equipment_failure_ahead,True,4489,1,vibration,91.2,CLEAR,False,12.86,False,KOL-HOW,reroute
139,11.654,clear,False,3,fallen_tree,False,2692,78,track_circuit,0.0,CLEAR,True,34.438,True,DEL-AGRA,reroute
132,2.145,rain,True,7,cattle_crossing,True,2922,93,track_circuit,94.28,OCCUPIED,True,24.562,False,MUM-PUNE,reduce_speed
152,17.323,clear,False,5,equipment_failure_ahead,False,333,90,axle_counter,0.0,CLEAR,False,5.602,False,CHN-BGLR,proceed_with_caution
179,16.32,snow,False,5,fallen_tree,False,2526,86,accelerometer,74.17,OCCUPIED,False,6.0,False,CHN-BGLR,proceed_with_caution
153,4.883,flood,False,8,fallen_tree,True,2515,77,axle_counter,0.0,OCCUPIED,False,25.193,True,MUM-PUNE,reduce_speed
130,15.629,rain,True,4,landslide_debris,True,4372,12,track_circuit,24.35,CLEAR,False,35.763,False,DEL-AGRA,proceed_with_caution
122,1.516,heavy_rain,True,5,broken_rail,True,4251,33,accelerometer,6.27,CLEAR,True,31.617,True,DEL-AGRA,reduce_speed
167,17.238,heavy_rain,False,3,track_buckling,False,2304,24,vibration,66.43,CLEAR,True,15.272,True,CHN-BGLR,proceed_with_caution
50,5.885,flood,True,2,environmental_false_positive,True,1642,15,axle_counter,33.62,OCCUPIED,True,15.173,True,CHN-BGLR,proceed_with_caution
77,13.58,flood,True,4,equipment_failure_ahead,False,3813,16,track_circuit,0.0,OCCUPIED,False,29.995,False,HYB-SEC,proceed_with_caution
161,9.822,fog,True,5,water_logging,False,1793,64,accelerometer,0.0,CLEAR,True,26.852,False,HYB-SEC,reduce_speed
86,0.834,rain,True,3,stranded_vehicle,False,4818,32,vibration,34.16,OCCUPIED,False,4.225,False,CHN-BGLR,emergency_stop
74,10.771,clear,False,1,sensor_miscount,False,2563,93,track_circuit,0.0,CLEAR,True,15.95,False,MUM-PUNE,proceed_with_caution
183,12.751,clear,True,4,track_buckling,True,2294,39,axle_counter,0.0,CLEAR,True,15.81,True,CHN-BGLR,proceed_with_caution
152,17.928,rain,True,9,unknown_obstruction,False,621,98,vibration,19.72,CLEAR,True,17.318,False,KOL-HOW,emergency_stop
126,5.34,snow,False,7,broken_rail,False,4238,90,accelerometer,0.0,CLEAR,False,6.771,False,DEL-AGRA,reduce_speed
54,9.111,clear,True,6,stranded_vehicle,True,2552,63,track_circuit,0.0,CLEAR,True,22.18,False,HYB-SEC,reduce_speed
116,1.896,flood,False,8,stranded_vehicle,False,3359,61,track_circuit,52.18,OCCUPIED,True,21.67,False,KOL-HOW,emergency_stop
60,13.914,flood,True,5,boulder,True,138,15,accelerometer,0.0,CLEAR,True,23.162,True,KOL-HOW,reroute
52,9.272,clear,True,7,environmental_false_positive,False,4352,72,accelerometer,65.73,CLEAR,False,2.992,False,DEL-AGRA,reduce_speed
176,19.652,flood,False,5,sensor_miscount,False,4107,75,axle_counter,0.0,CLEAR,True,42.754,True,MUM-PUNE,proceed_with_caution
118,4.901,heavy_rain,True,7,water_logging,False,3054,12,track_circuit,16.61,CLEAR,False,23.731,True,KOL-HOW,reduce_speed
114,3.956,snow,False,4,cattle_crossing,False,3852,37,track_circuit,97.25,CLEAR,True,4.57,False,MUM-PUNE,proceed_with_caution
131,5.157,clear,False,2,landslide_debris,False,237,48,track_circuit,0.0,OCCUPIED,True,10.195,False,KOL-HOW,proceed_with_caution
124,5.296,clear,False,5,broken_rail,False,2011,95,vibration,81.63,CLEAR,True,21.221,True,CHN-BGLR,proceed_with_caution
191,14.308,fog,True,6,cattle_crossing,False,708,68,vibration,85.1,CLEAR,True,38.699,False,HYB-SEC,reduce_speed
77,14.397,rain,False,2,boulder,True,4765,84,vibration,0.0,OCCUPIED,True,17.367,False,MUM-PUNE,proceed_with_caution
97,18.98,heavy_rain,False,6,environmental_false_positive,True,4252,3,vibration,2.8,CLEAR,False,35.804,False,HYB-SEC,reduce_speed
160,16.166,flood,True,7,stranded_vehicle,False,2943,23,vibration,70.37,CLEAR,True,14.264,False,HYB-SEC,reduce_speed
107,0.678,snow,True,7,landslide_debris,False,3176,72,axle_counter,39.02,CLEAR,False,22.874,False,MUM-PUNE,reduce_speed
188,7.033,heavy_rain,False,4,equipment_failure_ahead,False,4784,12,axle_counter,12.13,CLEAR,True,18.023,False,KOL-HOW,proceed_with_caution
56,1.852,heavy_rain,True,5,sensor_miscount,False,1833,18,vibration,46.87,CLEAR,True,6.804,False,DEL-AGRA,reduce_speed
76,13.713,clear,False,3,water_logging,True,1903,95,vibration,24.65,OCCUPIED,False,22.996,False,MUM-PUNE,proceed_with_caution
68,15.727,clear,False,8,sensor_miscount,False,2160,43,vibration,60.45,OCCUPIED,True,22.821,False,DEL-AGRA,reduce_speed
72,9.86,fog,False,6,environmental_false_positive,False,3609,93,track_circuit,0.0,OCCUPIED,False,13.993,True,MUM-PUNE,reduce_speed
78,9.516,clear,True,5,stranded_vehicle,False,2277,5,vibration,72.84,CLEAR,True,4.038,False,MUM-PUNE,proceed_with_caution
49,7.004,flood,False,6,equipment_failure_ahead,True,4950,20,track_circuit,47.68,CLEAR,True,17.825,False,HYB-SEC,reduce_speed
158,15.597,flood,False,5,equipment_failure_ahead,True,1699,79,axle_counter,31.83,CLEAR,False,40.996,False,CHN-BGLR,reroute
157,10.401,snow,True,5,unknown_obstruction,False,663,44,track_circuit,0.0,CLEAR,True,37.83,True,MUM-PUNE,reduce_speed
178,7.707,fog,False,6,cattle_crossing,False,2822,27,accelerometer,6.83,CLEAR,True,1.317,True,HYB-SEC,reduce_speed
187,9.064,clear,True,7,water_logging,True,1726,29,accelerometer,0.0,CLEAR,True,23.817,True,KOL-HOW,reduce_speed
177,6.798,fog,False,7,environmental_false_positive,False,3066,77,track_circuit,52.55,CLEAR,True,30.375,False,MUM-PUNE,emergency_stop
66,17.428,fog,False,2,sensor_miscount,False,2297,44,axle_counter,24.53,CLEAR,False,6.57,False,KOL-HOW,proceed_with_caution
177,14.432,flood,False,2,water_logging,False,252,25,axle_counter,0.0,OCCUPIED,False,44.299,False,DEL-AGRA,proceed_with_caution
116,2.435,clear,True,1,broken_rail,False,4484,54,accelerometer,64.96,CLEAR,True,16.904,False,HYB-SEC,proceed_with_caution
122,6.705,snow,True,7,broken_rail,True,2042,50,accelerometer,62.2,CLEAR,True,21.462,False,HYB-SEC,reduce_speed
79,0.787,clear,False,8,environmental_false_positive,False,2663,5,vibration,0.0,CLEAR,False,13.04,True,KOL-HOW,emergency_stop
191,18.085,clear,True,7,unknown_obstruction,False,3103,57,vibration,96.87,CLEAR,True,33.601,False,HYB-SEC,reduce_speed
137,10.658,snow,True,6,equipment_failure_ahead,True,3248,82,accelerometer,0.0,OCCUPIED,True,4.582,False,MUM-PUNE,reduce_speed
126,4.333,rain,True,2,track_buckling,True,1752,14,accelerometer,74.05,CLEAR,True,49.917,False,KOL-HOW,proceed_with_caution
157,10.932,flood,True,1,landslide_debris,False,4836,25,accelerometer,34.46,CLEAR,False,8.922,False,HYB-SEC,proceed_with_caution
101,13.365,clear,False,3,fallen_tree,False,4075,15,axle_counter,36.42,OCCUPIED,False,7.715,False,DEL-AGRA,proceed_with_caution
174,17.25,rain,True,6,water_logging,True,2508,23,vibration,77.56,CLEAR,True,39.224,False,KOL-HOW,reduce_speed
99,8.145,snow,False,6,fallen_tree,True,2210,9,axle_counter,82.18,CLEAR,True,29.415,False,HYB-SEC,reduce_speed
199,19.959,flood,True,6,broken_rail,False,236,94,accelerometer,80.13,CLEAR,True,46.932,True,KOL-HOW,reduce_speed
158,0.628,clear,True,4,sensor_miscount,True,4009,39,vibration,19.7,CLEAR,False,41.296,False,MUM-PUNE,proceed_with_caution
156,3.729,fog,True,4,broken_rail,False,2476,0,vibration,25.5,OCCUPIED,True,6.097,True,HYB-SEC,reduce_speed
115,3.407,rain,True,8,environmental_false_positive,True,901,92,accelerometer,0.0,OCCUPIED,True,8.601,False,MUM-PUNE,reduce_speed
194,16.69,clear,False,7,track_buckling,True,4623,100,track_circuit,0.0,CLEAR,False,33.091,True,KOL-HOW,reduce_speed
134,8.398,clear,False,5,water_logging,False,2188,14,accelerometer,64.99,CLEAR,True,20.884,False,MUM-PUNE,proceed_with_caution
147,13.712,flood,False,4,environmental_false_positive,False,3697,96,accelerometer,93.22,OCCUPIED,True,43.066,False,CHN-BGLR,proceed_with_caution
47,10.003,rain,False,4,environmental_false_positive,True,3579,39,vibration,0.0,CLEAR,True,14.376,False,HYB-SEC,proceed_with_caution
187,10.026,clear,False,5,stranded_vehicle,False,1171,21,track_circuit,43.11,CLEAR,True,30.366,False,HYB-SEC,proceed_with_caution
179,8.636,fog,False,1,cattle_crossing,False,1154,39,accelerometer,86.08,CLEAR,True,8.111,False,KOL-HOW,proceed_with_caution
184,13.926,clear,False,7,fallen_tree,True,172,10,track_circuit,92.18,CLEAR,True,12.58,False,KOL-HOW,reduce_speed
79,13.931,rain,True,5,boulder,False,2274,24,accelerometer,60.86,CLEAR,False,26.164,False,CHN-BGLR,proceed_with_caution
96,13.003,flood,True,8,environmental_false_positive,True,2869,50,accelerometer,91.39,OCCUPIED,True,49.35,False,HYB-SEC,reduce_speed
182,8.747,heavy_rain,True,5,signal_cable_theft,False,2688,87,accelerometer,0.0,CLEAR,False,49.659,False,CHN-BGLR,reduce_speed
199,6.13,snow,True,6,track_buckling,False,3232,87,vibration,13.74,OCCUPIED,True,29.493,True,CHN-BGLR,reduce_speed
57,1.809,snow,False,3,broken_rail,False,4980,97,track_circuit,67.97,OCCUPIED,False,43.194,False,MUM-PUNE,emergency_stop
85,2.017,fog,True,7,equipment_failure_ahead,False,626,73,track_circuit,63.39,OCCUPIED,True,41.313,False,KOL-HOW,reduce_speed
54,1.877,clear,False,5,environmental_false_positive,False,4938,27,vibration,0.0,CLEAR,False,19.163,False,HYB-SEC,proceed_with_caution
105,1.073,clear,False,4,sensor_miscount,False,2335,8,vibration,0.0,CLEAR,True,14.876,False,KOL-HOW,proceed_with_caution
48,15.199,clear,False,3,fallen_tree,False,4232,6,accelerometer,2.44,CLEAR,True,39.387,True,HYB-SEC,reroute
187,3.478,clear,False,6,fallen_tree,False,1068,96,accelerometer,0.0,CLEAR,True,12.863,False,CHN-BGLR,reduce_speed
102,6.751,rain,True,8,stranded_vehicle,False,807,23,accelerometer,0.0,CLEAR,True,29.005,False,HYB-SEC,reduce_speed
113,3.585,clear,False,7,boulder,False,814,26,vibration,0.0,CLEAR,True,21.833,False,HYB-SEC,reduce_speed
129,10.085,fog,False,7,broken_rail,True,4638,8,axle_counter,0.0,CLEAR,False,34.433,True,CHN-BGLR,reduce_speed
137,6.301,clear,False,2,stranded_vehicle,False,700,94,track_circuit,0.0,OCCUPIED,True,46.307,False,KOL-HOW,proceed_with_caution
115,16.683,clear,True,4,fallen_tree,False,2386,32,axle_counter,82.37,CLEAR,True,7.816,False,DEL-AGRA,proceed_with_caution
83,3.303,rain,False,5,unknown_obstruction,False,2624,20,accelerometer,50.86,OCCUPIED,True,24.12,True,MUM-PUNE,proceed_with_caution
100,0.79,snow,True,1,landslide_debris,False,1744,81,axle_counter,34.21,CLEAR,True,22.297,False,CHN-BGLR,reduce_speed
167,3.314,rain,False,9,environmental_false_positive,True,2379,35,accelerometer,0.0,CLEAR,True,18.927,False,CHN-BGLR,reduce_speed
61,6.684,heavy_rain,False,6,water_logging,True,2570,63,axle_counter,0.0,OCCUPIED,True,5.411,False,CHN-BGLR,reduce_speed
136,14.073,fog,True,8,cattle_crossing,False,3383,1,track_circuit,0.0,OCCUPIED,True,15.739,True,CHN-BGLR,reduce_speed
80,1.766,heavy_rain,True,3,track_buckling,False,2185,43,vibration,48.0,OCCUPIED,True,32.059,False,CHN-BGLR,reduce_speed
117,2.878,clear,False,3,track_buckling,False,3875,5,track_circuit,22.07,CLEAR,True,7.137,True,MUM-PUNE,proceed_with_caution
124,17.85,snow,False,6,track_buckling,False,3035,4,track_circuit,71.63,CLEAR,False,27.85,True,CHN-BGLR,reduce_speed
129,3.963,fog,True,5,signal_cable_theft,False,2418,96,accelerometer,0.0,CLEAR,False,25.289,False,CHN-BGLR,reduce_speed
200,6.172,rain,True,5,environmental_false_positive,False,4639,81,vibration,21.04,CLEAR,False,37.17,False,DEL-AGRA,proceed_with_caution
91,6.684,rain,False,3,broken_rail,False,3098,48,axle_counter,0.0,CLEAR,False,7.942,False,KOL-HOW,proceed_with_caution
183,16.401,flood,False,3,landslide_debris,False,2225,59,axle_counter,0.0,CLEAR,True,43.89,False,CHN-BGLR,proceed_with_caution
121,11.99,rain,False,2,landslide_debris,False,4214,50,axle_counter,50.22,OCCUPIED,False,34.77,False,HYB-SEC,proceed_with_caution
109,12.081,clear,False,8,equipment_failure_ahead,True,2960,10,accelerometer,62.16,CLEAR,True,33.361,False,HYB-SEC,reduce_speed
105,17.377,clear,False,5,boulder,False,1571,34,accelerometer,0.0,OCCUPIED,True,39.499,False,CHN-BGLR,proceed_with_caution
186,16.141,snow,True,6,track_buckling,True,237,9,accelerometer,21.51,CLEAR,True,7.664,False,KOL-HOW,reduce_speed
94,4.847,clear,False,6,environmental_false_positive,True,555,37,track_circuit,0.0,CLEAR,True,9.18,True,HYB-SEC,reduce_speed
53,16.675,rain,True,4,landslide_debris,False,2016,12,accelerometer,48.6,CLEAR,True,34.463,True,DEL-AGRA,proceed_with_caution
65,19.024,fog,True,4,fallen_tree,False,1436,37,vibration,52.96,OCCUPIED,False,25.516,False,DEL-AGRA,reduce_speed
117,14.376,clear,False,6,boulder,False,489,91,accelerometer,1.08,CLEAR,False,45.306,False,DEL-AGRA,reduce_speed
178,0.193,clear,False,8,fallen_tree,True,4662,82,track_circuit,0.0,CLEAR,True,34.063,True,HYB-SEC,emergency_stop
112,13.958,clear,False,3,unknown_obstruction,False,1541,91,accelerometer,38.44,CLEAR,False,44.203,True,DEL-AGRA,proceed_with_caution
133,14.511,rain,True,8,unknown_obstruction,True,3174,63,track_circuit,0.0,CLEAR,True,5.647,False,CHN-BGLR,reduce_speed
150,14.737,fog,False,1,water_logging,True,1556,64,accelerometer,0.0,CLEAR,True,0.787,True,HYB-SEC,proceed_with_caution
131,4.174,clear,False,4,environmental_false_positive,True,1626,9,vibration,0.0,CLEAR,True,16.118,False,HYB-SEC,proceed_with_caution
185,5.824,rain,False,5,fallen_tree,False,4140,32,accelerometer,45.21,CLEAR,True,32.753,False,DEL-AGRA,proceed_with_caution
120,16.616,rain,True,5,water_logging,False,73,10,accelerometer,90.28,CLEAR,True,49.095,False,MUM-PUNE,proceed_with_caution
75,16.935,heavy_rain,True,3,landslide_debris,False,747,96,axle_counter,0.0,CLEAR,True,9.772,False,DEL-AGRA,reduce_speed
55,7.278,heavy_rain,True,1,water_logging,True,3852,81,vibration,85.59,OCCUPIED,False,23.044,False,KOL-HOW,reduce_speed
157,11.335,flood,False,5,fallen_tree,False,743,20,vibration,82.95,OCCUPIED,True,15.395,False,DEL-AGRA,proceed_with_caution
178,2.409,heavy_rain,True,2,equipment_failure_ahead,False,2257,42,accelerometer,49.98,CLEAR,True,3.561,False,MUM-PUNE,reduce_speed
52,1.929,rain,True,3,boulder,False,2520,42,track_circuit,93.2,OCCUPIED,True,39.927,True,MUM-PUNE,emergency_stop
109,14.079,heavy_rain,True,3,broken_rail,False,1338,56,accelerometer,65.71,OCCUPIED,False,2.966,False,HYB-SEC,reduce_speed
113,10.483,clear,False,7,water_logging,False,4096,22,accelerometer,0.0,CLEAR,False,35.029,False,DEL-AGRA,reduce_speed
52,17.886,flood,False,5,cattle_crossing,False,1611,91,vibration,76.58,CLEAR,True,33.866,False,HYB-SEC,proceed_with_caution
145,15.921,fog,True,6,sensor_miscount,True,4539,53,accelerometer,0.0,CLEAR,True,49.031,False,MUM-PUNE,reduce_speed
144,12.615,flood,True,2,cattle_crossing,True,2223,99,track_circuit,0.0,CLEAR,True,9.812,False,KOL-HOW,proceed_with_caution
99,8.023,flood,False,5,cattle_crossing,True,1788,24,vibration,45.94,CLEAR,True,39.961,True,KOL-HOW,reroute
82,1.681,flood,True,4,sensor_miscount,True,4660,42,accelerometer,0.0,OCCUPIED,True,27.711,False,MUM-PUNE,emergency_stop
141,4.753,snow,True,4,track_buckling,False,1017,52,vibration,0.0,OCCUPIED,True,14.414,False,HYB-SEC,reduce_speed
157,14.569,clear,False,6,sensor_miscount,False,4071,47,track_circuit,0.0,CLEAR,True,5.961,False,DEL-AGRA,reduce_speed
116,9.602,clear,False,8,fallen_tree,True,3823,71,axle_counter,0.0,OCCUPIED,True,25.159,True,CHN-BGLR,reduce_speed
106,14.856,flood,True,6,cattle_crossing,False,2537,26,track_circuit,0.0,OCCUPIED,True,0.662,False,HYB-SEC,reduce_speed
141,16.18,fog,True,5,unknown_obstruction,False,2545,77,track_circuit,0.0,OCCUPIED,False,25.944,False,DEL-AGRA,reduce_speed
64,16.99,clear,True,2,sensor_miscount,True,890,21,vibration,0.0,CLEAR,True,45.489,False,MUM-PUNE,proceed_with_caution
187,18.567,rain,False,5,signal_cable_theft,False,1104,14,axle_counter,6.01,OCCUPIED,True,35.101,False,MUM-PUNE,proceed_with_caution
146,15.257,snow,False,7,equipment_failure_ahead,False,4149,33,axle_counter,0.0,CLEAR,True,13.913,False,KOL-HOW,reduce_speed
102,16.844,fog,True,6,signal_cable_theft,False,564,91,vibration,0.0,CLEAR,False,16.103,False,HYB-SEC,reduce_speed
165,13.951,flood,True,6,broken_rail,False,4997,64,axle_counter,0.0,CLEAR,True,28.739,False,HYB-SEC,reduce_speed
98,7.799,snow,True,5,unknown_obstruction,False,340,47,axle_counter,0.0,CLEAR,False,40.865,False,DEL-AGRA,reduce_speed
156,14.841,rain,False,5,equipment_failure_ahead,False,3367,79,accelerometer,0.0,OCCUPIED,True,17.861,False,CHN-BGLR,reroute
65,15.944,rain,True,2,stranded_vehicle,True,1363,84,axle_counter,37.97,OCCUPIED,True,43.822,True,KOL-HOW,proceed_with_caution
173,6.981,clear,False,6,water_logging,False,1979,43,axle_counter,0.0,CLEAR,True,36.495,False,DEL-AGRA,reduce_speed
151,18.423,fog,False,7,water_logging,False,1840,62,vibration,56.01,OCCUPIED,False,16.513,True,KOL-HOW,reduce_speed
119,8.386,fog,False,7,landslide_debris,True,4038,41,axle_counter,85.21,CLEAR,True,8.758,False,CHN-BGLR,reduce_speed
146,9.927,clear,False,6,sensor_miscount,False,1174,7,axle_counter,66.48,CLEAR,True,2.942,False,DEL-AGRA,reduce_speed
77,5.657,fog,True,6,broken_rail,False,1823,88,vibration,0.0,CLEAR,True,24.104,False,KOL-HOW,reduce_speed
63,6.246,clear,False,6,landslide_debris,True,4197,45,axle_counter,0.0,CLEAR,False,3.811,False,CHN-BGLR,reduce_speed
81,10.426,clear,False,8,sensor_miscount,False,1554,84,axle_counter,0.0,CLEAR,False,30.649,False,CHN-BGLR,reduce_speed
104,1.223,clear,False,4,boulder,False,2478,31,accelerometer,65.27,CLEAR,True,0.795,False,MUM-PUNE,proceed_with_caution
186,10.806,rain,False,6,boulder,True,1978,53,accelerometer,72.49,CLEAR,True,23.189,False,CHN-BGLR,reduce_speed
141,6.223,flood,True,4,landslide_debris,True,4140,14,vibration,80.59,CLEAR,False,36.096,True,DEL-AGRA,proceed_with_caution
191,6.303,fog,True,7,signal_cable_theft,False,1118,24,axle_counter,0.0,CLEAR,True,49.17,False,HYB-SEC,reduce_speed
52,9.29,fog,True,4,cattle_crossing,True,3471,1,accelerometer,0.0,CLEAR,False,37.318,False,HYB-SEC,reduce_speed
152,19.184,clear,False,3,stranded_vehicle,False,3722,89,accelerometer,0.0,CLEAR,True,28.339,False,MUM-PUNE,proceed_with_caution
85,4.578,fog,False,8,signal_cable_theft,False,3728,59,track_circuit,0.0,CLEAR,True,38.326,False,DEL-AGRA,reduce_speed
195,19.074,flood,True,6,boulder,False,2744,79,track_circuit,74.91,CLEAR,False,32.841,False,KOL-HOW,reduce_speed
81,4.765,snow,True,1,boulder,False,1401,38,axle_counter,97.83,CLEAR,True,12.782,False,DEL-AGRA,reduce_speed
169,11.982,rain,True,1,environmental_false_positive,False,3708,5,axle_counter,0.0,OCCUPIED,False,45.185,False,HYB-SEC,proceed_with_caution
124,13.321,clear,False,8,landslide_debris,False,4067,30,vibration,70.11,CLEAR,True,20.68,False,KOL-HOW,reroute
77,16.038,heavy_rain,False,4,stranded_vehicle,False,2661,22,accelerometer,0.0,OCCUPIED,False,33.332,False,MUM-PUNE,proceed_with_caution
170,13.745,snow,True,8,water_logging,False,3474,50,track_circuit,34.75,CLEAR,True,41.793,False,DEL-AGRA,reduce_speed
194,17.83,rain,False,5,cattle_crossing,False,1967,49,vibration,0.0,CLEAR,False,15.679,False,DEL-AGRA,proceed_with_caution
98,11.74,clear,False,3,track_buckling,True,3052,9,axle_counter,37.32,CLEAR,True,47.44,False,CHN-BGLR,proceed_with_caution
